Country,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Malta,30.46875,15.02851313,14.90777938,18.40179098,2.2761875,3.720949835,0,1.086468118,52.46281133,14.23750025,0.75,5030.880827,239.316981,21.56065694,0,58.62783068,21370.67194,0,0,16.30625,2.021182993,9.408738301,73.113625,0,0,0,25.7135625,1.512347806,0.287551886,0.139772773,0.161216363,0,0.558850514,349900.75,1106.239437,0,65.97525,103.8078987,583.60008,0,4.98502983,9.555625,1882414947,357.7055021,-6.419217734,0.603852197,79.69265,0.465960938,1379.125
Anguilla,0,0,0,0,0,0.894158185,0,0,0,0,0,0,0,0,0,0,31870.84473,0,0,0,0,0,0,47.70354906,49.55686854,0,0,0,0,0,0,0,0,8575,93.4244375,0,0,0,0,0,0,18.8375,0,0,0,0,0,0,12.14583333
Belize,4.178540114,14.50867687,15.70522875,8.870178583,5.09475,1.198792102,0,0.102839703,31.68480038,22.00624979,3722.5,1998.270594,31.22881353,0.013191962,0,36.38369734,8362.95083,0,0,21.35,2.738186956,2.095649645,67.2425,0,0,1.93749994,15.482,0.463303307,7.355617314,9.558604001,0.937297493,0,2.370031529,174542.875,7.531875,7.45,23.3450625,80832.45889,0,0,7.353164141,34.45,444330031.3,52.51220741,-4.672860359,8.015355349,42.8181375,2.071591717,236.2708333
Panama,21.85061878,14.03849312,14.60253813,17.72536352,4.062,1.491611603,1.4375,0.581139666,45.91237397,29.97499943,8422.5,2982.26179,81.30916589,0.538602145,0,41.76188118,6251.658424,0.270625,13.210625,40.29375,4.971739953,5.347228596,69.074625,50.49732154,54.05314942,0.881249979,18.045625,0.869635462,4.148178563,7.45465125,0.78691725,0,1.981031903,2120166.438,27.8945625,3.36375,69.0075625,51145.38644,227.1272903,3.187422563,4.067191746,120.025,7447911288,118.5523007,3.644276205,7.8080225,48.959375,3.021198399,3432
United States of America,37.51020666,15.28702625,15.14913125,18.40290421,2.3562525,18.72709985,10,6.535312872,7.481631022,41.13749981,750487.5,23103.97521,854.9803699,11.20166371,9.889999807,9.323822297,29510.26333,0.469540517,7.463165933,14.96875,2.837674136,17.17234976,73.7310625,0,0,0.324999998,27.416875,1.561,7.380192813,11.61205738,3.239426187,2.404768864,0.957745561,237641076.6,24.6093125,0,49.8914375,8825.423125,2834.688393,10.54945744,1.914013403,60.178625,5.92438E+12,1898.351985,-1.527512316,20.1492375,66.3194875,1.260353828,4479347.354
Indonesia,19.23545598,11.73738313,12.20584688,8.449680296,4.0788125,0.783611433,-2.25,0.383572827,21.07583345,31.0562501,248522.5,487.9272218,4.620700686,4.162737063,0,19.18094287,3839.933156,0,0,88.95,24.8493472,1.213589531,57.5774375,42.41533889,50.6405135,0,18.5340625,0.069583949,1.814163923,2.928754986,0.737821743,0.12463358,1.65087976,158301333,82.7945,37.814375,62.7883125,12658.58,65.1749666,0,5.140979234,11.625,94821393106,10.71180806,2.835140207,4.629666924,25.8724,3.747787726,151995.25
Romania,51.70373617,14.00537125,14.1633925,17.79891218,2.138248957,5.301645709,-1.5625,1.548882672,11.65742138,43.25000048,15915,1185.49609,68.05660463,1.603398357,0,15.20293272,7671.442683,1.29125,8.415,44.3125,20.61820875,5.248383052,68.7614375,36.2662435,37.16529826,0.90625003,27.1708125,1.415362392,1.2565315,1.837358188,0.69680075,0.434335946,0.284061736,20891708.31,87.6891875,1.9225,67.244625,6646.623875,206.0782496,2.670427438,3.004858845,31.329375,26314366448,85.70721574,-3.545511343,4.908745625,41.2802375,1.053957059,113987.2708
Jordan,9.901263598,14.78172875,16.14489813,13.84339151,6.1358125,2.204336079,-5.625,0.63914591,29.14286948,9.71875,245,1216.366729,42.19955668,0.868711419,0,49.40987597,6651.483775,0.90375,13.09875,57.4375,3.584640407,3.791375489,64.0015625,0,0,0,15.1965625,0.900197357,1.391819447,2.380809904,0.335513704,0,3.299559556,2956543.813,32.6669375,3.98125,67.962125,260.9747625,232.2532823,0,7.430698676,7.25,4965867576,72.69707085,-20.49264616,5.090492606,59.203475,4.184744369,8465.416666
Andorra,35.7712766,14.97135688,14.63908375,17.4492089,0,2.19920844,0,0,0,0,40,12236.37286,506.3604575,6.535935146,0,0,85892.34871,0,0,1.51875,4.806603926,11.18646194,0,0,0,0,0,0.63725,0.13622117,0.198936783,0.073418861,0,3.24516313,43461.9375,92.207625,0,19.042375,0,0,0,0,1.44375,705954980.2,738.3395124,0,2.372893989,75.2466125,3.317704888,162.0208333
Mongolia,66.04452033,13.5305075,14.10874813,9.731093766,4.977125,2.993516871,-0.6875,0.541872742,21.5565324,40.34375048,29292.5,277.7499885,12.34004254,0.124745882,0,30.16874358,3764.645846,0,0,34.0625,15.87064512,1.719341547,57.0804375,24.44221293,24.42752986,0,16.9371875,1.455036639,0.609743536,1.113539726,0.115571179,0,1.840830332,1780478.563,1.1295625,0,65.9014375,13848.59,99.95654025,0,5.737979105,5.4375,664612493.9,19.60240962,-8.612211178,7.934440613,46.4030625,3.144871596,6029.833333
Egypt,2.414109197,14.424695,15.78901812,7.372142573,4.922375,1.299338479,-6,0.386331224,18.57338886,14.625,147.5,930.1329189,10.00060719,0.217092071,0,25.87044628,6594.832235,1.23125,8.7125,95.79375,8.302844139,2.617087386,58.6695625,29.30742539,38.82807914,0,16.865875,1.044389947,0.712583192,1.108392494,0.31582469,0.256365943,1.870536549,49573089.38,49.14975,5.994375,54.35825,862.06875,183.98147,0.057533638,6.117696941,12.1875,56188749689,24.09635331,-6.077112845,0,37.2230875,2.161348452,77168.20833
Gambia,48.88125,11.67028187,12.69013125,9.703193959,5.91625,0.163855878,1.75,0.013865181,26.14800388,41.81875133,1152.5,443.4301239,2.950897553,2.278171763,0,42.78038142,1352.843673,0,0,90.94375,3.938888378,1.12658161,45.42525,9.204431648,13.1387542,0,17.252375,0.036710228,3.013944984,4.753621817,1.307753295,0,2.690022002,844554.375,73.7284375,0,43.205875,7749.820625,0,0,0,22.25,457521977.3,6.726632635,-10.12350641,4.854310869,30.2469125,5.094881871,164.0833333
Guadeloupe,0,0,0,0,3.4895625,2.310570078,0,0,0,42.78749967,0,0,0,0,0,0,8886.163358,0,0,0,0,0,69.2124375,0,0,0,21.067625,0,0.77,0,0,0,0,352727.25,206.5101875,0,0,0,0,0,0,5.9,0,0,0,0,0,0,915.7499999
Tonga,35.67708333,16.30658188,17.56880875,7.183785021,5.457625,0.717950606,0,0.106570209,13.28772304,25.81250083,22.5,891.4004022,35.93727869,0,0,36.08930876,3153.326991,0,0,20.1875,2.925507191,1.42325658,66.9275,62.03057239,62.22750546,0,15.216,0.354968749,0.115520261,0.211058512,0.017979916,0,0.955199468,86046.3125,132.1884375,0,68.76025,0,0,0,0,5.375,88840225.93,44.68742951,-22.81847419,0.991528898,18.84145,1.592874052,68.97916666
France,46.12358614,14.21104563,13.799535,19.6625618,2.1598125,7.078663159,8.125,2.996561523,17.65786404,42.19375062,38382.5,14544.58152,904.1077204,8.597682326,9.411250115,18.65920044,40372.35002,0,0,13.2125,3.732448782,11.92852231,74.9648125,0,0,1.981249988,29.892,1.8788125,0.915018237,1.199086387,0.633327425,1.273921867,0.601017604,53755998.44,97.3181875,0,69.999625,2565.850625,1249.389539,9.529423875,6.794132683,16.275,8.48688E+11,1153.250547,-0.101563014,16.58812313,64.8556625,1.166047544,380014.7083
Falkland Islands (Malvinas),0,0,0,0,0,32.2891318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.75,0.18825,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33333333
Montserrat,0,0,0,0,0,4.236512008,0,0,0,0,0,0,0,0,0,0,17116.36726,0,0,3.55625,0,0,0,0,0,0,0,0,0,0,0,0,0,10251.8125,100.4036875,0,0,0,0,0,0,9.23125,0,0,0,0,0,0,29.10416667
China,41.02504435,12.52726875,12.60572875,8.09938024,3.4105,2.074893134,-7.4375,0.623853324,13.1143917,48.55624914,442500,556.5342005,13.25001618,7.439477113,0,11.73526576,4864.877495,0,0,61.83125,3.860499538,3.402934154,62.501085,22.7300526,24.71468251,0,21.13075,1.028125001,0.385626599,0.528318375,0.236613348,0.10391992,1.226615631,993511908.8,103.35875,32.673125,56.644375,1905.975506,74.43673603,0,2.760586662,31.05,6.88974E+11,28.32234798,1.379125939,3.930757642,23.966975,3.246652772,2420944.854
Jamaica,36.55355494,13.00773562,14.64003938,17.86928464,3.8025625,2.865847911,8.4375,0.868717336,34.60383236,46.21875,852.5,2446.092553,35.57508047,0.076223513,0,45.37130839,12510.41567,0.96375,14.924375,37.6,12.6890267,3.848394778,68.561375,0,0,1.631249994,18.2195,0.674316174,7.059932471,12.14998054,2.219785809,0,0.865293788,2158315.75,196.1378125,3.78875,64.022,2989.153531,174.6642547,0,4.85496139,20.1875,5889064911,65.03399776,-8.54560342,2.626180888,40.609025,1.697734943,6634.833333
Wallis et Futuna,0,0,0,0,0,0.310483943,0,0,0,0,0,0,0,0,0,0,2503.693197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11417.3125,57.24125,0,0,0,0,0,0,4.76875,0,0,0,0,0,0,4.354166667
Faeroe Islands,1.753597122,0,0,22.51982106,0,9.268133347,0,0,0,0,0.25,5806.024658,0,0.617781995,0,0,0,0,0,0,0,15.80679867,0,0,0,0,0,0,0,0,0,0,0.607260488,41722.25,29.8015625,0,0,0,0,0,0,7.14375,265584986,0,0,0,27.7693,1.590933515,412.7291667
Mauritania,31.21440526,12.23186625,13.82033813,9.073165495,6.0695625,0.545146704,-5.4375,0,35.07511881,39.13749933,792.5,459.4672127,5.930722756,0,0,48.99110795,2813.131564,0.79375,9.164375,97.775,3.460397276,0.275843869,52.9804375,12.8019195,15.33416149,0,15.7110625,0.055487986,3.302282094,5.257680058,1.400522768,0,2.435104202,1811760,1.7466875,15.025,38.408625,5021.638125,0,0,0,20.6875,909320951.6,10.66918643,-12.96201023,5.153853893,25.51765,5.473312639,1190.979167
Maldives,22.08333333,12.3232625,13.743625,20.3083798,5.5864375,0.890591743,0,0.161089117,51.2803459,21.28124976,2.5,928.9942093,57.68589459,0,0,52.03595514,4087.084815,0,0,71.68125,1.64438445,3.463691119,54.331125,24.0816239,24.54253078,0,17.17475,0.2210625,0.429684386,0.349243328,0.51623565,0,2.135149839,184268.5,614.2575625,0,31.6419375,122.7930625,0,0,5.234665481,8.1125,274002163.7,88.76764575,-5.263623813,5.562648296,20.4071625,4.362266634,248.6458333
Iceland,18.49812968,14.64685688,14.16571188,26.13299365,2.7279375,7.236374392,0,7.170997573,29.15655047,47.25625086,45,20923.01856,1020.162616,9.983088704,0,33.83753496,43390.1631,0,0,9.30625,13.69962229,20.19713493,76.9685,0,0,0.125000002,24.556625,2.2115,0.346220874,0.225195944,0.14847644,2.064743959,1.17806213,235221.1875,2.273,0,61.31,498615.1613,1775.00129,0,6.280982756,48.5875,5496753910,1232.944815,-2.106972246,1.407611132,77.6237625,1.480670402,1714.854167
Lesotho,63.41197299,11.85800313,14.62391062,4.157688385,5.009125,0,0.0625,0.002564721,23.27836559,43.02500057,105,258.7373506,9.19673486,0.047680914,0,92.43609864,1722.390998,0,0,105.625,9.520297855,0.596886022,49.932,21.56360872,22.7317257,0,15.7214375,0.036499435,3.039110184,5.411115647,1.244536489,0,1.579001714,1424662.313,46.7490625,0,84.0548125,1565.428231,0,0,18.1780915,19.75,431487084,14.68453608,-68.42392737,3.237497091,12.4791875,5.096048381,0
Palau,3.396739131,15.78533375,16.4393525,8.448133315,0,3.125641926,0,0,18.81712672,0,100,2375.58081,192.620731,0,0,31.76478107,17117.5893,0,0,13.75625,1.87545602,5.056937368,0,51.70579629,53.03012542,0,0,0.395,0.158404715,0.287099294,0.031653073,0,1.320678841,14082.5625,30.608875,0,24.9758125,0,0,0,0,14.70625,45207642.63,252.5481843,-13.33281632,1.514173508,58.94205,1.705872569,59.58333333
American Samoa,17.1875,0,0,1.136774008,0,0,0,0,0,0,45,0,0,0,0,0,19999.11075,0,0,0,0,0,0,0,0,0,0,0.386150003,0,0,0,0,2.054177005,40046.5,199.837,0,0,0,0,0,0,18.3,0,0,0,0,69.4673375,2.496034992,0
Honduras,23.11254357,13.60128688,14.11373125,11.44486643,5.7461875,0.612736367,2.6875,0.362889536,31.19752583,25.73124981,15980,938.9011947,16.00691423,0.50907525,0,40.70817773,5778.676123,0.39375,15.73125,66.51875,7.967237003,1.627972953,59.6506875,0,0,0,15.05075,0.371609776,4.955964446,8.760902882,1.328811318,0,2.31629316,4224997.25,37.353875,15.6725,58.433875,17504.27649,101.0658635,0,2.922306299,137.46875,4566566590,25.88274712,-8.173693696,2.730167807,33.0538625,3.734466545,3105.895833
French Guiana,0,0,0,0,4.07275,3.266076903,0,0,0,38.54375029,0,0,0,0,0,0,13014.37596,0,0,0,0,0,67.610875,0,0,0,20.7575625,0,2.683125,0,0,0,0,101887.9375,1.1160625,0,0,1220401.414,0,0,0,30.075,0,0,0,0,0,0,389.125
Guernsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000.73558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52239.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,37.40468075,11.8134025,12.42235813,5.784456389,6.6276875,0.284236863,-1.375,0.309624247,22.20870971,46.58125019,8955,341.309003,3.152323139,1.312567686,0,28.43370374,2441.481248,0.465,17.95125,84.49375,9.474508857,1.293151679,53.551375,20.55726883,23.13204397,0,14.411,0.089267614,4.939026833,8.182281733,1.835831702,0,2.772137168,20311214.88,34.534875,22.245,61.1531875,1252.578125,20.818022,0,6.600625538,88.5,7921053737,7.665002194,-4.287579008,5.903392911,13.8117125,4.85074711,5566.458333
Paraguay,32.90539265,13.80305937,13.96194687,14.51130262,4.9378125,0.440832746,-2.1875,0.462985567,24.00174388,39.15000057,48420,1026.848913,16.28272399,1.568559613,0,29.95683434,3342.477053,0,0,44.05625,10.19828304,2.047526797,67.2459375,34.22946672,36.14736443,0,15.866625,0.656353391,4.578480625,8.36907375,0.72779975,0,2.107679936,3709695.75,9.0506875,2.776875,66.5324375,68454.52,206.963735,1.880307188,4.235474257,90.2125,4463680216,40.58542465,-4.973927507,3.013700375,40.9656,3.025994078,1974.041667
Mali,23.1460879,11.78840938,11.87131063,3.17806732,6.86325,0.037874809,-0.9375,0,13.6559514,23.56875038,33202.5,156.94086,3.545972953,1.528546817,0,23.52923986,1410.019014,0,0,130.31875,5.912907542,0.232338789,40.238125,5.89612938,12.27889224,0,16.064875,0.034050862,4.399721503,7.796796084,1.469814241,0,1.895713775,8552272.75,6.8021875,0,43.633375,10787.55188,0,0,3.436826497,183.4375,1556717189,8.007315355,-9.873288462,6.468194961,19.064125,3.900697566,345.125
Albania,34.10812044,14.42396438,14.20878875,9.89118751,3.886375,1.406842234,-3.4375,0.519510985,11.27613774,39.59375,1922.5,689.7804456,20.39417217,0.550492882,0,23.63017149,10790.77691,0,0,44.19375,18.5702895,3.142917623,69.0474375,11.99232997,12.35390087,0,19.553125,0.953748349,1.252709448,2.150474132,0.378756747,0,1.223624797,2536612.438,88.13625,0.879375,60.423875,10594.8475,205.5478469,0,4.418452457,5.90625,2127995561,51.84233512,-12.35403375,2.315609873,32.971425,2.310397437,3689.8125
Bolivia,25.77690852,13.34520062,14.22898375,8.268066541,5.3514375,0.840174188,1.8125,0.305116844,18.59948735,35.27500057,150227.5,877.070956,13.09718121,6.440601995,0,19.44112249,6144.34961,0,0,85.9375,98.4943808,1.942423085,53.4395625,47.13724419,56.75233548,0,16.68325,0.448906664,0.821328968,1.389409572,0.281840846,0,1.870365499,5972581.688,5.40075,7.84625,24.515125,77417.24524,86.01287394,0,2.8155654,91.175,5671983870,20.56556745,-0.841635146,3.676775694,44.9090125,2.869788499,5867.583334
Portugal,34.42926777,14.515845,14.370575,27.26340883,2.217875,3.217163221,2.75,1.223301105,20.70074847,40.60624957,8550,6696.368411,350.6686714,2.674933781,2.606249981,28.28855337,11979.55201,0,0,35.16875,6.698898926,8.472598076,71.1708125,0,0,1.087500014,27.7336875,1.91875,1.239034257,1.952595908,0.598058873,0.784535401,0.337379483,9617780,104.5175625,0,66.4549375,5031.23125,506.1864824,4.395055625,6.482355837,27.413375,67002518028,534.1894526,-6.693877929,18.53949201,40.9813125,1.338840787,32267.125
Gabon,16.29142896,13.07184625,13.49632125,14.12683892,4.8335625,3.23945396,-5.75,1.086792622,46.41493356,41.24375057,55000,3751.930225,25.42533017,5.06588041,0,34.08189954,23942.42899,0,0,32.3125,11.02012066,1.038450651,52.6031875,15.71262938,18.12871875,0,20.3223125,0.167111728,3.497527958,5.496867656,1.542726696,0,1.884951967,852323.5,3.15775,0,63.4298125,155978.3838,235.0378653,0,0,24.5,3409692437,58.70621284,14.46872068,5.503614664,50.8101,4.52555864,2543.0625
Trinidad and Tobago,12.63401559,14.34981688,15.27532313,20.90327936,3.215625,14.71006145,7.25,4.790198847,41.46823212,33.91250038,585,5449.019868,82.34587814,0.257370833,0,36.78586693,8643.244895,0.8925,13.155,38.20456383,8.516213371,6.54617263,66.02775,54.06159526,55.86197147,1.400000006,19.3030625,0.697536375,8.182650271,12.38294719,4.070485588,0,0.857714736,1081166.563,210.5105,5.61125,68.9441875,2372.805375,683.3699646,11.748877,5.198673319,15.9375,6421100937,171.9542893,8.580423677,16.03031776,10.3181125,0.606190796,17689.60417
India,49.20235084,11.72689938,11.7341475,3.955089568,4.4263125,0.69785286,8.625,0.265542928,8.298454415,23.08750033,163475,304.597932,2.437827061,2.549802882,0,10.33364804,2493.231146,0,0,99.4,6.181834628,0.706882139,53.6160625,0,0,0,18.2213125,0.341668017,1.22673744,1.613541842,0.829511762,0.053214498,1.727724381,768935943.6,232.6305,36.649375,50.8250625,1825.154438,35.8428651,0,3.706934234,23,2.84287E+11,9.257017604,-1.591447226,3.933809996,21.2564125,2.640075732,651792.8541
Mexico,42.4845675,14.71098125,15.17768875,11.76434222,4.631625,3.018372408,-0.75,0.949241996,15.01229757,25.03750062,166877.5,4099.767557,61.79459912,6.390269562,1.136250012,16.42406179,16167.75112,0.805,18.441875,42.475,19.8115103,3.92619364,66.3126875,48.89292323,53.1673317,0.00625,16.6391875,0.8474375,20.37752712,37.90409438,3.632744062,0.52895598,1.891230662,71800293.56,36.49025,7.833125,65.9991875,4547.925456,185.2594437,3.600253938,4.312648644,100.6375,3.40647E+11,134.1378936,-0.880827466,13.18590006,58.903525,2.629916639,243439.3958
Bahrain,9.376051339,14.6421475,15.24321813,25.7650044,4.7529375,18.48426044,-6.1875,5.953740135,53.96020441,20.09375012,1.15,6557.801233,140.3666676,0.29045211,0,46.57862788,37450.31996,0,0,44.15625,2.800839121,8.272229205,65.8449375,0,0,0,19.5711875,0.796257631,0.401857284,0.524060691,0.197293347,0,4.137027081,459615.5625,634.6110625,0,65.076,235.4236688,2491.259664,1.857322125,1.842783397,6.56875,4298043962,201.8728732,7.381576534,5.684160032,75.5473625,4.357623073,9755.624999
Libya,6.795277459,14.410135,15.76394562,15.59974196,5.7959375,6.995760028,-7,1.873717688,18.30604835,14.55624974,542.5,1805.758369,62.6847403,0,0,9.494064585,24730.87128,0,0,52.74375,6.507901069,1.357492549,60.7065,34.94817354,46.59974457,0,16.4308125,0.78181387,0.591561735,1.033173233,0.103171583,0,2.693136471,3469339.438,1.9604375,0,57.84725,135.865,452.786205,0,0,0.875,10525296735,96.57106161,8.811983769,4.597412824,56.3608875,4.337338389,28542.9375
Belarus,16.8738449,14.25922375,14.75553125,11.94746803,2.0083125,2.408530012,-6.1875,1.074218307,22.7880456,51.00624943,20682.5,637.4897157,44.73305375,0.721308436,0,24.51459524,11803.46229,1.715625,9.655,6.7,86.13394445,3.134184701,70.35325,0,0,0,27.648375,2.282575119,3.720215835,5.425872009,2.160878757,0.550051868,0.179152451,9326106.813,44.9695,0.2175,24.846625,2112.645,204.2664391,9.979541875,7.809131124,23.051125,6258185694,65.80261913,-1.726549637,8.447953837,50.964575,1.567125857,24046.6875
