Country,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Bangladesh,60.12089959,11.40922563,10.89420813,3.974702767,5.1426875,0.122625327,-0.1875,0.090690993,8.24854828,35.38124943,3670,279.9808539,11.27844733,0.068434941,0,14.90791485,1794.420756,1.574375,9.55125,119.875,2.646911609,0.329379735,56.0811875,0,0,0,16.535,0.093374999,1.812240601,2.596546412,1.017780304,0.015125044,1.870988164,91376641,631.56075,43.565625,41.802,8990.962212,18.87824901,0,1.609243229,171.875,29614394113,0,-6.034573737,3.328141451,14.600175,4.785477102,15105.52083
Solomon Islands,1.971686317,14.505215,14.99864313,0.799360591,5.8815625,0.328486197,3.8125,0.023800718,16.7532325,35.97499967,5670,433.0718752,16.4383242,0,0,26.88345964,1520.408615,0,0,45.0125,3.197027195,0.462478317,56.9536875,0,0,0,15.432375,0.152057839,0.227243744,0.321946576,0.128995366,0,2.634030185,277341.4375,9.376875,0,33.51925,131388.175,0,0,0,17.4375,184369134.9,17.86907026,-10.13022715,1.346380502,10.9795125,4.831697499,104.0416667
Uzbekistan,23.91455101,13.98634188,13.93090875,5.917697662,4.7448125,1.782470173,-7.8125,0.733653635,12.91030579,45.22499991,8030,290.4881462,6.185827098,0,0,13.31915667,1957.039745,2.4325,8.925,31.6125,55.94817305,1.30643756,64.0666875,24.66064587,24.96858733,0,18.12,1.686106269,1.894099688,2.868924562,0.967413563,0.144621348,2.106268106,17150398.88,38.156625,0,24.458375,878.86425,105.6981532,3.675859375,0,7.6875,7109986095,12.74158585,-0.408850879,5.00427025,33.0578875,2.238191331,44137.95833
Ireland,59.60226448,15.00920375,14.4428225,25.02938182,2.8301875,7.483350981,10,2.265575511,49.15552008,30.03125024,1587.5,12368.93557,801.9065994,16.18962833,8.259375036,49.6053375,34117.12065,0.727530023,6.807650715,15.55625,-0.154766917,11.6170637,73.6781875,0,0,2.825000077,25.6935625,0.96625,0.574445494,0.842402938,0.305490769,1.242851294,0.801622393,3448167.25,48.8665,0,71.2280625,10877.0175,1049.513061,8.473463138,7.737285219,16.39625,30095278331,1051.311414,1.395646025,11.42059194,48.5296875,1.32129875,26777.4375
Cameroon,15.14155085,12.81161125,13.12391625,4.705442645,5.9033125,0.213719977,-5.1875,0.267327098,18.78082119,36.33125067,55290,514.9948779,2.997944912,0.571472521,0,18.71511674,3578.972578,0.78125,12.0875,102.6875,5.037066502,0.501762218,48.73325,32.55836904,46.58095875,0,16.2933125,0.067005797,3.563404798,5.663053751,1.519437075,0,2.212076022,10799782.44,22.4904375,16.18125,56.44175,20642.1675,20.55921849,0,3.657637832,32.625,6675531058,14.50548922,-0.329572422,5.570248603,30.258525,4.436427622,2664.75
Macao  China,0,0,0,0,0,0,0,0,0,0,0,8967.162115,0,0,0,0,40150.68211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,64.25853948,12.34768062,12.84100937,5.647277544,6.371875,0.503161978,-0.5,0.488296115,24.34267098,27.18125033,32842.5,323.9722956,6.018865625,0.229644146,0,20.49428804,1568.623084,0.626875,10.74375,114.025,17.06167527,2.067440714,43.6965625,6.384707295,8.297943118,0,15.8165,0.132671261,4.011836529,6.537510396,1.576479793,0,2.15127967,87747175.5,93.90825,31.408125,50.917375,2655.425,31.43865643,0,0.049277716,30.5,31919760569,16.9843211,4.295841546,5.510135293,28.7444,4.173922542,49663.85417
Slovak Republic,13.89293139,14.74826625,14.72371688,19.09193438,2.2264375,2.766359823,-0.625,2.445697551,29.23315286,49.38749981,4802.5,3015.458444,170.1820649,1.425911185,0,30.89015911,11211.48665,1.6,8.774375,17.58125,2.397229165,12.27254169,71.225125,0,0,3.056250036,25.894625,0.785,0.687666313,0.948039313,0.442829631,0.683884676,0.447412022,4832155.375,98.499125,0.218125,31.539625,0,474.6162202,3.199069875,2.676856409,40.120875,16111294040,238.9743725,-1.671020647,4.978856875,43.4866875,1.284471011,14925.85417
Lebanon,49.45625611,14.47585187,14.705275,7.253900148,3.7725625,2.623312297,1.8125,0.697199919,6.707367902,18.06249976,327.5,2175.060314,59.23774674,0.602799638,0,19.72865316,11536.45429,0,0,31.33125,9.140785116,3.884556917,69.2488125,0,0,0,19.1851875,0.68055854,0.512007862,0.83209464,0.219672784,0,1.405017442,2900015.188,278.0975625,0,38.469,1081.681637,290.1927969,0,3.732573631,4.6875,8084188267,152.1066373,-13.02128526,8.339108706,64.1927875,2.627733341,8533.25
Azerbaijan,21.11523882,14.00037188,15.0254425,10.56283338,3.5945,1.938834338,-6.5,0.643865312,20.94396165,46.46250105,2340,452.7416826,7.01708717,0.677552828,0,16.76081863,8320.4978,0,0,35.46875,73.00119295,2.197915195,64.850875,0,0,0,20.0475,2.055999986,4.640339957,8.453301073,1.075528419,0.317757606,1.601263591,6305505.938,72.4671875,0.35125,37.067,1744.641412,300.7735885,0.680380144,1.981721916,12.875,3800221062,37.75770284,4.183143022,3.61769738,45.436925,1.707498272,16040.29167
Nicaragua,28.69006565,14.01294375,14.66849688,7.873580739,5.3634375,0.573060345,-0.625,0.361488246,20.22384553,25.75624967,9535,1103.883422,13.4768761,0.852083421,0,38.94348736,6655.800393,0,0,69.48125,862.0449596,0.874060899,59.4329375,0,0,0,14.9100625,0.378168259,3.842174417,5.88445437,0.781827897,0,2.041686499,3516236.75,26.8945,0,74.965625,41072.03194,82.02156678,0,6.062731371,149.4125,3069889334,24.33065958,-16.19911034,3.143217086,44.17725,2.658359164,2225.208333
Qatar,4.152286454,14.93964375,15.69212063,18.76784472,5.0498125,49.705787,-6.875,10.24434941,17.29595382,24.93749988,0,7928.854035,303.0794424,0.003204552,0,9.293468448,52011.44887,0,0,30.98125,3.567388908,7.193469554,70.557625,17.30886592,17.95591814,0,21.69175,0.39375,0.174593065,0.158312023,0.300970204,1.769400119,6.976850156,451162.9375,37.9313125,0,72.559625,178.6678625,1996.094675,0,3.669546699,8.91875,8093810787,390.5007293,8.249149003,3.706377268,80.4617125,7.213383887,21635.85417
Cook Islands,0,0,0,0,0,1.208501327,0,0,0,0,0,0,96.81879714,0,0,0,0,0,0,39.41875,0,0,0,0,0,0,0,0,0.157550778,0.292200789,0.015423627,0,0,0,78.6933125,0,0,0,0,0,0,0,0,104.8506139,0,1.615629494,0,0,22.91666667
Greece,56.07253685,14.3639975,13.80395062,24.18763827,1.8663125,5.119573619,6,1.494187044,15.20810606,32.19999981,9002.5,8277.597934,368.6017919,3.434928979,5.087499902,24.48965297,28663.28393,0.636691204,6.51091353,23.53125,7.668820863,6.812755607,73.893375,0,0,2.424999982,29.31775,2.799125,0.715777088,1.056405956,0.3854439,1.087656439,0.565087104,9679037.25,73.2896875,0,67.1164375,5307.424,735.5244266,2.109202188,6.431123928,21.894375,84668741619,624.4960832,-8.747748741,13.2345725,49.0123625,1.044201699,52951.9375
Guyana,6.657009553,13.02117375,14.12079438,9.246768731,3.8530625,1.78810356,1.125,0.120757439,65.10047441,27.36250019,38012.5,724.7779307,26.15827671,0.15701118,0,76.09434558,5430.201728,0,0,52.6625,7.0194005,3.105552328,61.14375,0,0,0,16.756625,0.256812393,6.617478836,6.654106378,2.245395006,0,0.588321502,688247.375,3.1998125,0,68.676375,227795.3194,0,0,0,17.875,524892200.1,30.43527382,-7.948120647,5.437967419,25.6092125,0.589760971,1273.479167
Swaziland,61.93313954,12.49060938,15.31479875,6.798132429,5.7449375,0.540105705,-5.9375,0.07491925,54.61570809,42.88750029,1295,844.6539531,23.10180819,0.044622706,0,64.71032013,3275.158027,0,0,94.175,8.144483394,1.236308781,49.8026875,41.16206443,51.26047705,0,14.60975,0.109103144,4.831994533,7.621668577,2.504328131,0,1.932795267,704252.6875,40.3059375,0,64.7558125,4794.367,0,0,6.077204458,22.625,752882637.1,37.61239915,-7.076244478,5.753242134,14.9725375,4.745451554,455.5833334
Antigua and Barbuda,22.58522727,13.8755125,14.69462063,25.61234452,2.933125,4.174431997,0,0.305566286,37.92371371,0,25,5369.828089,101.018255,0.02309779,0,44.58098505,24100.43447,0,0,5.08125,3.568449188,11.47920119,68.555125,0,0,0,0,0.521700108,1.403430373,2.374917626,0.478271082,0,0.84487795,68046.375,153.4378125,0,61.919875,532.0213438,0,0,0,25.41875,397100493.8,151.5064908,-7.684740633,1.402539432,29.8006375,0.569912437,295.8541667
Fiji,15.47619048,13.8336325,15.0272275,10.42827814,4.237,0.948852249,2.875,0.152453541,41.75080905,21.41249979,2450,1546.399832,29.13100231,1.670503642,0,49.12603269,6126.064144,0,0,36.80625,4.377307633,2.18588971,62.499875,0,0,0,16.8195625,0.415757453,0.129756298,0.239384361,0.01662483,0,1.402970991,628847.0625,34.302125,0,69.3310625,30941.513,0,0,8.160958641,17.5375,1084381204,37.05869399,-4.992936649,0.743452638,35.8257,2.364639983,634.1041667
Finland,6.548234114,14.64375812,14.23280125,29.11143215,2.03375,8.615345391,10,4.410459941,25.84061094,47.56874991,56147.5,15379.43939,700.6649579,7.097874185,10.92437476,25.50577902,37160.35992,1.00472282,5.643622113,10.99375,4.743170826,18.48047183,73.6388125,0,0,1.0625,28.908875,0.941875,2.766836875,3.984353188,1.609771125,1.641638214,0.383606934,4824869.75,14.2525625,0,72.5170625,15594.7525,1974.683156,21.48698688,6.985014653,15.49375,77259440549,949.1523077,1.654189165,12.45620013,63.146675,1.099974958,42537.6875
Estonia,8.771231423,14.20676313,14.19111563,23.8054759,1.8565,5.018338971,-1.4375,1.47811233,22.60278974,47.79374981,5607.5,1640.084151,148.787255,3.973577395,0,27.92697645,19331.22498,1.448125,10.425625,19.33125,2.752634334,14.16781104,70.1711875,24.94179898,24.9426255,0,30.036125,1.971337489,4.953226938,8.54130475,1.7399555,0,0.178184338,1366319.563,30.298625,0.4675,38.04775,3147.68355,422.5267787,8.918864375,5.254574619,27.836875,2229307342,193.877989,-1.501202547,6.700158125,59.0691375,0.529140248,6999.895833
Comoros,54.93951613,12.1448025,12.23293125,1.728865842,6.13575,0.115201061,0.5625,0.010185724,8.233604674,41.13125038,20,215.0678778,4.754870965,0.051197271,0,24.65995708,2614.650497,0.170625,10.348125,100.4625,1.296291578,0.474941737,51.7278125,32.09706895,39.33175754,0,15.9383125,0.067493749,2.116211951,3.299347759,0.98560515,0,2.307415017,390416.625,207.22575,12.18375,21.062375,2101.303125,0,0,0,15,109237801.4,7.285150577,-16.4263524,3.411322474,20.7614,3.274373499,52.93750001
Sri Lanka,30.67991549,11.92834125,12.4789425,7.639523786,3.60335,0.323488929,6.1875,0.252832551,23.40510453,26.90625,5205,539.0501612,6.992716733,0.525723463,0.231249995,32.5261754,2096.214806,1.115625,9.115625,39.03125,9.553570113,0.868522681,66.517625,11.31974381,12.24772528,0,19.8273125,0.242990795,5.012620968,8.42149283,1.390575673,0,1.280219132,15118571.69,229.7168125,14.5875,63.4400625,2282.621875,51.27536353,51.84319625,5.589221758,10.3625,9366516946,14.82259183,-7.261858087,5.43863709,15.0073125,1.14321392,5354.708333
Dominica,21.25,13.27661,15.27055937,20.62194356,0,0.764625293,0,0.105844804,22.87006545,0,117.5,2452.390667,54.32941253,1.115637628,0,36.41522038,10728.09933,0,0,23.71875,4.195642739,7.663748465,0,0,0,0,0,0.267301246,1.845447421,3.029104828,0.714658544,0,0.238992336,67699.8125,90.1873125,0,66.0493125,0,0,0,0,23.9,173559849.5,83.37043126,-13.78616095,1.23620832,50.7054875,1.39613523,53.16666667
Liberia,21.71148256,12.10600563,12.56007875,3.114039211,6.2678125,0.367243967,-2.875,0,44.64647551,33.45624995,11572.5,386.2161782,1.420184765,0,0,57.42986541,1179.039644,0,0,157.4919122,3.384470926,0.069294618,45.234625,20.3042638,28.23800362,0,15.6658125,0.056560517,4.030708194,6.973362923,1.15374139,0,2.369646599,2080630.75,18.3533125,0,39.7178125,91345.28625,0,0,0.039872091,35.75,723762549,4.529315529,-13.1259684,6.391452313,31.642225,4.070409359,689.3333333
Hong Kong China,0,0,0,0,0,0,0,0,0,0,0,15025.58657,0,0,0,0,36571.33106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0,13.26944,12.85485562,0,3.170625,5.374556762,-1,0,0,0,0,0,0,0,2.532499999,0,12329.82071,0,0,14.1875,0,0,71.045,0,0,0,0,0,0,0,0,1.048715056,0,17359062.5,0,0,0,0,704.9374441,0,0,27.6875,0,0,0,0,0,0,110694.6042
Tunisia,47.97566941,13.35409688,14.87586125,12.95725419,4.637125,1.374384424,-5.625,0.445798454,30.23765292,14.62499988,2092.5,1460.575557,30.71136789,1.301348821,0,31.83666844,3820.97349,0.5925,7.905,60.775,4.081554859,4.112479213,59.9846875,29.398298,41.20925681,0,17.8533125,0.45418731,0.324867524,0.556247234,0.096008543,0,1.522928945,6980881.625,42.493,3.205,57.9308125,471.298975,117.4136546,0,7.455246688,3.7125,12300649681,57.28599901,-1.599015517,5.282056689,47.06185,2.442617702,11208.54167
Slovenia,9.567403178,14.91471125,14.83123375,22.47892625,1.8684375,2.877148845,-0.25,1.263450776,22.42763664,47.47500038,3082.5,4052.303227,348.8531042,1.882600347,0,22.75323142,14909.91366,0.63375,4.62,15.7,14.76296683,11.04756268,72.2121875,18.68483813,18.71755688,0,28.5624375,1.1979625,0.745110425,0.990952625,0.496947581,0,0.451868134,1807572.688,89.168875,0.01875,31.518875,0,529.6559908,7.2908,7.490057557,7.935375,8124811298,473.1119439,-0.325594778,6.87465375,39.2374375,1.49297718,5730.083333
Mozambique,49.31386543,11.8445075,12.29675813,2.70163029,6.2306875,0.17056804,-0.75,0.327764582,10.17571145,51.89375067,102970,132.5985802,3.190704785,2.113411018,0,20.49284852,1153.721099,0,0,125.7375,12.63158725,0.244505209,41.86775,15.24475035,24.54995464,0,16.011,0.028538664,4.803521633,8.204694986,1.891258121,0,1.943878552,13386067.56,16.5324375,27.578125,42.437875,12555.38937,13.77439703,0,0,37.9375,2395037930,4.559984791,-10.31713707,6.067552328,15.528075,5.565100288,1939.208333
Niue,0,0,0,0,0,1.107637217,0,0,0,0,0,0,327.0186363,0,0,0,0,0,0,24.23125,0,0,0,0,0,0,0,0,0.190154068,0.335318372,0.036438173,0,0,3292.375,12.7038125,0,0,0,0,0,0,8.53125,0,329.8635848,0,1.419212848,0,0,2.520833334
Saint Vincent and the Grenadines,22.91666667,13.63807688,14.56278313,0,4.38925,0,0,0,0,31.85000014,65,0,0,0.003052942,0,39.38571473,3915.916646,0,0,0,0,0,65.8738125,0,0,0,16.248125,0,3.915018704,5.523140788,0.707822531,0,0,96852.625,0,0,0,0,0,0,8.374705591,26.43125,0,0,-11.24736477,1.646788895,0,0,0
Turkey,41.11374947,14.20474437,15.39418125,16.50451178,4.2150625,2.100484916,6,0.765392098,11.61372295,16.91250002,25365,2864.249873,83.81210145,0.796067852,0,14.60770644,5085.742661,0,0,89.14625,29.49084045,5.454650623,59.0180625,41.01640666,49.68481051,1.493749976,18.3335,0.737625,0.536933541,0.890351057,0.181858443,0.295615486,1.658608608,47214874.13,59.97075,1.09375,54.9211875,3096.060894,175.0443867,0,2.323323804,13.9125,1.58663E+11,117.4076261,-2.863309952,2.272141815,45.415475,2.957142336,117688.3125
Kyrgyzstan,20.74654588,13.76575563,14.29229,0,3.983125,0,-4.8125,0,0,44.43124962,2145,0,0,2.850547935,0,24.2566693,4233.241008,1.9525,10.176875,0,0,0,62.3488125,0,0,0,19.6175,0,4.134953563,6.475877312,1.907801,0,0,3703985.125,0,0,0,1723.3605,161.0492672,4.7561075,4.318692549,15.13125,0,0,-9.168952174,7.044949125,0,0,0
Brazil,22.33479807,13.66327437,14.0769125,12.98791203,3.938625,1.305936946,2.5,0.700672268,8.20837667,30.41249943,1364857.5,2741.975878,61.32124876,4.046548121,1.167500034,8.162193672,12434.22664,0.47875,23.349375,65.06875,134.6644804,5.629255804,63.1368125,45.49943776,50.39291076,0,18.4701875,0.713302856,10.97887313,20.3613625,1.839021938,0.333299836,1.704165427,127916860.3,14.974125,10.7725,69.2431875,45533.54188,223.5228591,2.307305875,5.174578351,77.4875,4.07063E+11,143.8888593,0.487553944,9.509014375,60.0089375,2.751331403,188989.3958
Croatia,10.34500536,14.54322188,14.04258813,18.39746347,1.902375,1.729855985,-2.375,0.683485591,16.51701243,42.08749914,4712.5,1782.689343,201.4641754,3.221178679,0,18.17715038,19327.93938,1.96875,8.49625,27.525,38.7044266,8.717580745,70.3015625,0,0,2.275000095,29.441,1.248522427,1.041351188,1.43752675,0.666563625,0,-0.236472136,4312667.625,76.3133125,0.036875,31.7221875,8620.92375,477.2966974,5.4087605,7.850476328,6.16875,9018054553,238.0163953,-1.710521705,6.1014125,42.578575,0.914832743,7774.249999
Marshall Islands,22.91666667,15.36158875,16.18521938,0.648188402,0,0.582044322,0,0.104631696,0,0,32.5,1124.644446,118.4359791,0,0,0,10983.17085,0,0,42.9125,1.389631236,0.776540774,0,0,0,0,0,0.155,0.326987855,0.61667566,0.038373356,0,2.137953641,34455.875,189.3843125,0,19.058875,0,0,0,0,0,55262016.57,140.6362587,0,2.326033294,52.4020375,3.212446906,30.25
New Caledonia,11.34436543,0,0,14.85153336,3.7564375,12.45448743,0,0,5.652617144,30.61874962,2097.5,8669.830776,0,0.244057844,0,10.65110018,54279.78805,0,0,0,2.803935431,7.046974303,66.132,0,0,0,20.1760625,0,0,0,0,0,2.093200443,151048.375,8.0784375,0,0,0,0,0,0,4.8125,1508712636,0,-4.998483036,0,48.90785,2.968925444,1834.020833
United Kingdom,61.09566817,14.72359313,14.48848875,27.50084115,2.027875,10.14953596,10,3.087147969,20.78750842,40.90625048,6982.5,16662.3809,702.2815825,10.55280576,8.964374929,22.99801887,20390.37986,0,0,13.20625,4.912817745,15.83114201,74.6221875,0,0,1.250000007,31.24025,1.25,0.782110706,0.997665138,0.563351906,1.11417676,0.313421159,56516954.06,232.2826875,0,69.5714375,1779.05375,1358.441363,6.105291563,8.686241331,32.73125,9.51063E+11,858.5969743,-1.010185305,9.530312375,68.5562,0.357602453,570328
Niger,22.27589406,11.71578688,11.82990687,1.728610336,7.488125,0.065940747,-1.9375,0,13.70338544,25.13749957,3320,200.5158666,1.830486601,2.700066771,0,20.27618273,1541.148302,1.125,11.04,86.7125,4.116553408,0.101702146,42.9033125,0,0,0,14.0545,0.015587264,5.038987755,8.452282905,1.476599425,0,2.744588271,7408820.688,5.739375,32.17625,40.476375,3849.237875,0,0,0,97.84375,1415133304,3.751148265,-6.12902162,7.460984229,11.474275,4.553167547,551.8333334
Israel,20.29228281,14.58764563,14.62929563,28.61772781,3.3811875,6.578856505,9.5,1.704044739,28.45395216,35.41875005,382.5,12685.96807,330.9977242,6.953138325,5.008750007,37.4363024,30589.83164,0,0,18.93125,38.53412981,9.953043772,74.1875625,0,0,0,22.33125,2.866934573,1.424397625,2.089781813,0.764165844,0,2.122980618,4161015.125,186.19875,0,64.146625,319.2339375,997.693407,4.152580625,6.633044466,6.19375,66542245336,525.0691449,-8.294841275,5.223313313,76.742725,2.476586209,31858.97917
Kiribati,37.42283951,15.40258438,16.13870875,0.19432981,5.0541875,0.390073794,0,0.016593287,15.06756612,0,30,598.3943756,33.59173925,0,0,51.7058362,7068.201823,0,0,59.78125,2.895553567,1.205326592,56.6011875,0,0,0,0,0.343706408,1.209697902,2.454845666,0,0,1.55258114,60864.375,83.307625,0,68.55425,0,0,0,0,17.7,42952644.58,37.77891823,-36.63826747,0.985825449,28.815875,2.99043736,25.20833333
Pakistan,27.04538968,12.31776562,12.775215,6.789543788,5.7240625,0.428846586,1.8125,0.268015573,9.866619486,9.162499964,5290,359.4636259,1.645924281,0.32808721,0,14.91006689,1536.651642,0,0,129.925,8.556064448,1.260644028,56.4408125,6.940795875,8.88911375,0,17.2786875,0.344273699,0.965010434,1.141724914,0.782417804,0.07048378,2.266614732,96354478.38,120.051625,7.52375,37.1178125,1829.404125,69.75158304,0,4.181391968,82.375,42634346969,5.722269032,-5.043447404,2.813909053,25.634025,3.193645959,56157.97917
Suriname,0.368589744,13.70268938,14.77381563,19.22755952,4.226125,4.004438853,1.6875,0.252414666,32.3881832,28.53125,36940,1406.221254,37.94258012,1.720243651,0,43.43332999,5633.475286,0,0,19.2375,10.99279447,3.183047823,64.8578125,17.42749582,18.35712365,1.81250006,17.4501875,0.46792305,3.328329036,4.182635308,0.729500681,0,1.100469746,387413.375,2.357625,0,72.09075,214317.5219,0,0,0,10.5,612882872.9,81.90892024,-7.622131343,5.806483626,50.140625,1.804810922,1637.854167
Min,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154766917,0,0,0,0,0,0,0,0,0,0,0,-0.236472136,0,0,0,0,0,0,0,0,0,0,0,-68.42392737,0,0,0,0
Max,69.41956634,17.67453375,18.08325625,31.01437201,7.488125,49.705787,10,10.24434941,135.1484536,53.7874999,2023172.5,51532.82471,1517.683722,22.7396475,13.83124989,128.9557525,128639.8952,2.4325,23.349375,157.4919122,862.0449596,20.72730242,76.9685,62.03057239,62.22750546,4.006249979,32.496875,3.038087514,43.6748525,82.330825,6.917195125,5.021812468,7.892070662,993511908.8,18817.11413,53.04375,84.0548125,7966125.658,5142.296048,51.84319625,18.1780915,183.4375,5.92438E+12,1898.351985,31.22867736,25.56115562,87.5,8.27304199,4479347.354
